id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option,content_gpt,originality,readability,starts_with_negation,is_question,relevance,ambiguity,gpt_answer,disclosure,difficulty,distractor_quality
OIC-201-03-B,"{""question"": ""What is taken into account for organ transplants in terms of blood group compatibility?"", ""option_a"": ""Only the rhesus blood group system"", ""option_b"": ""Both the ABO and rhesus blood group systems"", ""option_c"": ""The ABO blood group system, with ABO-incompatible transplants possible in certain circumstances"", ""option_d"": ""Neither the ABO nor the rhesus blood group systems"", ""correct_option"": ""C""}",Physiopathology,What is taken into account for organ transplants in terms of blood group compatibility?,Only the rhesus blood group system,Both the ABO and rhesus blood group systems,"The ABO blood group system, with ABO-incompatible transplants possible in certain circumstances",Neither the ABO nor the rhesus blood group systems,c,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Know the main rules of immunological compatibility necessary to consider organ transplantation: blood and tissue groups (HLA).

**Rubric:** Physiopathology

**Organ Transplants**

Organ transplants are carried out taking into account:

- Compatibility in the ABO blood group system (ABO-incompatible transplants are nevertheless possible in certain circumstances).
- HLA tissue group compatibility.
- The rhesus group is not taken into account.

**Tissue Compatibility Assessment**

Tissue compatibility is assessed by:

- HLA typing of the donor and recipient.
- Testing for anti-HLA antibodies in the recipient, the presence of which may limit access to a compatible graft, increase the risk of post-transplant rejection, and reduce the lifespan of the graft.
- The cross-match test just before transplantation, which identifies the presence in the recipient's serum of cytotoxic antibodies directed against the donor's antigens.",1.0,10.098571428571429,False,True,0.8410270810127258,0.7610916296641032,c,False,3,4
OIC-201-04-B,"{""question"": ""What is the primary role of the Agence de la Biom\u00e9decine in the context of organ transplantation in France?"", ""option_a"": ""To perform organ transplants and monitor patient survival"", ""option_b"": ""To manage the national list of patients awaiting transplantation and coordinate organ harvesting"", ""option_c"": ""To promote organ donation and conduct transplantation research only"", ""option_d"": ""To evaluate the medical activities of transplantation teams and manage the National Refusal Register only"", ""correct_option"": ""B""}",Epidemiology,What is the primary role of the Agence de la Biomédecine in the context of organ transplantation in France?,To perform organ transplants and monitor patient survival,To manage the national list of patients awaiting transplantation and coordinate organ harvesting,To promote organ donation and conduct transplantation research only,To evaluate the medical activities of transplantation teams and manage the National Refusal Register only,b,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Understanding the epidemiological aspects, results of organ transplants, and administrative organization.

**Description:** Concept of organ shortage (ratio of transplants to waiting recipients), the role of the Biomedicine Agency.

**Rubric:** Epidemiology

== Epidemiological Aspects of Organ Transplantation ==

- There is a shortage of organs. Needs far exceed transplant possibilities.
- There has been an overall increase in the number of registered organ transplant candidates.
- There has been an overall increase in the number of organ transplants performed.

== Results ==

- Transplantation is prolonging and improving the lives of an increasing number of patients with end-stage failure of one or more organs.
- The results of organ transplantation are expressed as actuarial survival, calculated for the survival of the transplanted organ and the survival of the recipient.
- Actuarial survival varies according to the organs transplanted.

**Solid Organ Transplant Outcomes** (Source: Agence de la Biomédecine medical and scientific report for 2018)

| Type of Transplant | Graft Survival at 1 Year | Graft Survival at 10 Years | Patient Survival at 1 Year | Patient Survival at 10 Years |
|--------------------|--------------------------|----------------------------|----------------------------|------------------------------|
| Kidney             | 91.8                     | 59.2                       | 96.4<sup>a</sup>           | 73.6<sup>a</sup>             |
| Liver              | 83.5                     | Not Observable             | 86.6                       | Not Observable               |
| Heart              | 76.6                     | 56.2                       | 76.7                       | 56.8                         |
| Lung Bi            | 79.9                     | Not Observable             | 80.2                       | Not Observable               |
| Heart-Lung         | 64.7                     | Not Observable             | 65.1                       | 39.9                         |
| Pancreas-Rein      | 78.3                     | Not Observable             | -                          | -                            |

<sup>a</sup> Kidney from deceased donor

== Administrative Organization ==

The administrative organization of organ transplantation activities is based on the Agence de la Biomédecine (Biomedicine Agency), which has the following missions:

- Managing the national list of patients awaiting transplantation.
- Coordinating organ harvesting and the distribution and allocation of harvested organs.
- Evaluating the medical activities of transplantation teams.
- Managing the National Refusal Register (RNR).
- Promoting transplantation research.
- Promoting organ donation.

The award rules depend on:

- Medical criteria (e.g., ABO blood group, HLA compatibility, shortest possible cold ischemia time).
- Equity criteria (e.g., waiting time).
- Priority criteria that depend on the urgency of the transplant and the difficulty of finding a compatible recipient.",0.75,12.314736842105265,False,True,0.7192748188972473,0.7053710222244263,b,False,2,4
OIC-201-05-A,"{""question"": ""What are the three main ethical principles governing organ donation as per the French Bioethics Act?"", ""option_a"": ""Presumed consent, free donation, and anonymity between donor and recipient"", ""option_b"": ""Mandatory consent, paid donation, and disclosure of donor information"", ""option_c"": ""Informed consent, forced donation, and confidentiality of recipient information"", ""option_d"": ""Express consent, altruistic donation, and transparency between donor and recipient families"", ""correct_option"": ""A""}",Definition,What are the three main ethical principles governing organ donation as per the French Bioethics Act?,"Presumed consent, free donation, and anonymity between donor and recipient","Mandatory consent, paid donation, and disclosure of donor information","Informed consent, forced donation, and confidentiality of recipient information","Express consent, altruistic donation, and transparency between donor and recipient families",a,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Know the main principles of the bioethics law concerning organ donation.

**Description:** Know the three main ethical principles of organ donation: Consent, gratuity, anonymity.

**Rubric:** Definition

**Organ Donation Ethical Principles:**

Organ donation is governed by three major ethical principles enshrined in the French Bioethics Act:

- Presumed consent
- Free donation
- Anonymity between donor and recipient",0.6666666666666666,10.562500000000004,False,True,0.8549661636352539,0.8873615264892578,a,False,2,1
OIC-201-06-A,"{""question"": ""What is encephalic death characterized by?"", ""option_a"": ""Reversible destruction of the brain stem"", ""option_b"": ""Definitive and irreversible destruction of the brain, with disappearance of all brain stem reflexes and absence of spontaneous breathing"", ""option_c"": ""Temporary loss of brain function with potential for recovery"", ""option_d"": ""Selective destruction of higher brain functions while preserving brain stem reflexes"", ""correct_option"": ""B""}",Definition,What is encephalic death characterized by?,Reversible destruction of the brain stem,"Definitive and irreversible destruction of the brain, with disappearance of all brain stem reflexes and absence of spontaneous breathing",Temporary loss of brain function with potential for recovery,Selective destruction of higher brain functions while preserving brain stem reflexes,b,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Definition of Encephalic Death

**Rubric:** Definition

Encephalic death is the definitive and irreversible destruction of the brain. It corresponds to a deep, reactive coma, with the disappearance of all brain stem reflexes and absence of spontaneous breathing.",1.0,12.316666666666666,False,True,0.7871680855751038,0.7912461757659912,b,False,5,2
OIC-201-07-B,"{""question"": ""What is one of the clinical criteria required for the diagnosis of brain death?"", ""option_a"": ""Partial absence of consciousness and spontaneous motor activity"", ""option_b"": ""Total absence of consciousness and spontaneous motor activity"", ""option_c"": ""Presence of some brainstem reflexes"", ""option_d"": ""Presence of spontaneous ventilation"", ""correct_option"": ""B""}",Positive diagnosis,What is one of the clinical criteria required for the diagnosis of brain death?,Partial absence of consciousness and spontaneous motor activity,Total absence of consciousness and spontaneous motor activity,Presence of some brainstem reflexes,Presence of spontaneous ventilation,b,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Knowing the Criteria for Encephalic Death

**Rubric:** Positive Diagnosis

The diagnosis of brain death is based on:

- **Clinical Criteria:**
  - Total absence of consciousness and spontaneous motor activity.
  - Abolition of all brainstem reflexes.
  - Total absence of spontaneous ventilation verified by a hypercapnia test.

- **Paraclinical Criteria:**
  - Two null and reactive electroencephalograms for 30 minutes performed 4 hours apart.
  - Or cerebral angiography showing cessation of encephalic circulation.",0.8,9.255714285714287,False,True,0.8459426164627075,0.7534204920132955,b,False,5,2
OIC-201-08-B,"{""question"": ""What is the primary mechanism of action of calcineurin inhibitors, such as ciclosporin and tacrolimus, in immunosuppressive treatment?"", ""option_a"": ""Inhibition of cell proliferation"", ""option_b"": ""Depletion of circulating T lymphocytes"", ""option_c"": ""Inhibitors of T-receptor engagement signal 1"", ""option_d"": ""Purine base inhibition"", ""correct_option"": ""C""}",Management,"What is the primary mechanism of action of calcineurin inhibitors, such as ciclosporin and tacrolimus, in immunosuppressive treatment?",Inhibition of cell proliferation,Depletion of circulating T lymphocytes,Inhibitors of T-receptor engagement signal 1,Purine base inhibition,c,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Know the main classes of immunosuppressive drugs used in organ transplantation.

**Description:** None

**Rubric:** Management

**Immunosuppression is intended to:**

- Prevent acute rejection in the initial phase (induction treatment).
- Prevent rejection after the initial phase (maintenance treatment).
- Treat acute rejection (curative treatment).

**Induction Treatment:**

- It allows strong immunosuppression to be introduced during the first few days of transplantation, when the risk of rejection is highest.
- The molecules used are polyclonal antibodies that deplete T lymphocytes or a non-depleting monoclonal antibody.

**Maintenance Treatment:**

- The aim is to prevent the occurrence of an acute rejection episode in the long term, with the least possible iatrogenicity.
- Maintenance treatment usually involves a combination of 2 or 3 immunosuppressive agents from different families.

Immunosuppressive treatment increases the risk of infectious and tumor complications, warranting specialized follow-up of immunosuppressed patients (SD-291).

**Main Classes of Immunosuppressants Targeting T Lymphocytes:**

- **Mechanisms of Action:**
  - **Depletion of Circulating T Lymphocytes:**
    - Therapeutic Class: Anti-lymphocyte antibodies
    - Molecules: Anti-lymphocyte polyclonal antibodies

  - **Inhibitors of Lymphocyte Activation (Signal 1 and Signal 2):**
    - Inhibitors of T-receptor engagement signal 1
      - Calcineurin inhibitors (ciclosporin and tacrolimus)
    - Signal 2 inhibitors (inhibition of costimulation)
      - Belatacept

  - **Inhibitors of Lymphocyte Proliferation (Signal 3):**
    - By inhibiting the action of IL-2 on its receptor
      - Antibodies directed against the CD25 chain of the IL-2 receptor (basiliximab)
    - Inhibition of cell proliferation
      - mTOR inhibitors (sirolimus, everolimus)

  - **Purine Base Inhibition:**
    - Azathioprine
    - Mycophenolic acid

  - **Anti-inflammatory and Immunosuppressant:**
    - Corticosteroids
    - Prescribing systemic or local corticosteroids (SD-251)",0.7142857142857143,18.963333333333335,False,True,0.792263388633728,0.6592428088188171,c,False,4,2
OIC-201-09-B,"{""question"": ""What is the primary method to verify the total absence of spontaneous ventilation in a patient being diagnosed with encephalic death?"", ""option_a"": ""A hypercapnia test"", ""option_b"": ""A cerebral angiography showing cessation of encephalic circulation"", ""option_c"": ""An electroencephalogram showing no brain activity"", ""option_d"": ""A chest X-ray to confirm lung function"", ""correct_option"": ""A""}",Positive diagnosis,What is the primary method to verify the total absence of spontaneous ventilation in a patient being diagnosed with encephalic death?,A hypercapnia test,A cerebral angiography showing cessation of encephalic circulation,An electroencephalogram showing no brain activity,A chest X-ray to confirm lung function,a,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Diagnostic Particularities of Encephalic Death and the Donor with a Stopped Heart.

**Description:** None.

**Rubric:** Positive Diagnosis.

== A. Diagnostic Features of Encephalic Death ==

- **Clinical Criteria:**
  - Total absence of consciousness and spontaneous motor activity.
  - Abolition of all brainstem reflexes.
  - Total absence of spontaneous ventilation verified by a hypercapnia test.

- **Paraclinical Criteria:**
  - Two null and reactive electroencephalograms for 30 minutes performed 4 hours apart.
  - Or cerebral angiography showing cessation of encephalic circulation.

== B. The Donor with a Stopped Heart ==

French law authorizes donation ""from a deceased person in persistent cardiac and respiratory arrest."" These are known as deceased donors after circulatory arrest (DDAC).

A distinction is made between:

- Donors who have suffered an ""uncontrolled"" out-of-hospital cardiac arrest.
- Donors who have suffered circulatory arrest in intensive care following a decision to stop active treatment.

Once proof of death has been obtained by recording an electrocardiogram lasting 5 minutes without QRS complexes or with agonic complexes fewer than 5 per minute, a death report is drawn up. This enables the National Refusal Register (RNR) to be queried immediately, which is compulsory before any organ retrieval procedure can begin.",0.7777777777777778,15.07619047619048,False,True,0.7147990465164185,0.6369267503420512,a,True,2,1
OIC-201-10-A,"{""question"": ""What is the principle governing the removal of organs from donors in a state of encephalic death in France, as per the 1994 bioethics laws?"", ""option_a"": ""Informed consent"", ""option_b"": ""Presumed consent"", ""option_c"": ""Express consent"", ""option_d"": ""Implied refusal"", ""correct_option"": ""B""}",Definition,"What is the principle governing the removal of organs from donors in a state of encephalic death in France, as per the 1994 bioethics laws?",Informed consent,Presumed consent,Express consent,Implied refusal,b,"**Item Parent:** Organ transplants: epidemiological and immunological aspects; principles of treatment and monitoring; complications and prognosis; ethical and legal aspects. Organ procurement and legislation.

**Title:** Knowing the Ethical and Legal Principles of Organ Donation

**Rubric:** Definition

**Definitions**

Organ donation is governed by three major ethical principles enshrined in the French Bioethics Act:

- Presumed consent
- Free donation
- Anonymity between donor and recipient

The removal of organs from donors in a state of encephalic death is governed by the 1994 bioethics laws, which are based on the principle of presumed consent.

In addition, there is a National Register of Refusals (RNR) managed by the Agence de la Biomédecine (French Biomedicine Agency), where people who are opposed to organ removal can register their refusal during their lifetime. This register will be automatically consulted before any removal procedure.

Since 1 January 2017, all deceased persons diagnosed as brain dead have been considered as donors by default. If a person is opposed to the removal of blood during their lifetime, they must register on the national refusal register or provide their next of kin with oral or written testimony. Relatives may testify to the refusal, but they must sign an official document certifying the deceased's refusal.

**Important Laws Governing Transplantation Activities in France**

- **Circular Jeanneney (1968):** Definition of brain death criteria.
- **Caillavet Law (1976):** Presumed consent for the deceased donor. Choice freely and expressly consented to by the living donor.
- **Bioethics Law (1994):** Living donors of full age and related (father/mother, son/daughter, brother/sister). Deceased donors not on the national refusal register (implied consent, testimony requested from the family). Creation of the Établissement français des Greffes (EfG).
- **1st Revision of the Bioethics Law (2004):** Expansion of the circle of living donors: father, mother, spouse, brother or sister, son or daughter, grandparent, uncle or aunt, first cousin, spouse of father or mother, any person providing proof that they have lived together with the recipient for at least 2 years. Pre-transplant living donor committees. Annual follow-up of living donors after transplantation.
- **2nd Revision of the French Bioethics Act (2011):** Widening the circle of living donors: any person providing proof of a close and stable affective relationship with the recipient for at least 2 years; cross-donation of kidneys limited to two donor-recipient pairs. Social protection for living donors.",0.5454545454545454,12.568000000000001,False,True,0.8403974175453186,0.775415043036143,b,False,2,4
OIC-201-11-A,"{""question"": ""What is one of the primary advantages of living donor kidney transplants for the recipient?"", ""option_a"": ""It increases the recipient's waiting time for a transplant"", ""option_b"": ""It reduces the long-term survival of the transplanted organ"", ""option_c"": ""It reduces the recipient's waiting time and offers better long-term survival of the transplanted organ"", ""option_d"": ""It makes the transplant process more complex and risky for the recipient"", ""correct_option"": ""C""}",Management,What is one of the primary advantages of living donor kidney transplants for the recipient?,It increases the recipient's waiting time for a transplant,It reduces the long-term survival of the transplanted organ,It reduces the recipient's waiting time and offers better long-term survival of the transplanted organ,It makes the transplant process more complex and risky for the recipient,c,"**Organ Transplantation: Key Aspects**

**Title:** Managing Living Donors

**Section: Management**

The shortage of organs has gradually led to an expansion in the circle of living donors, governed by Bioethics laws.

Living donor transplants are primarily used for kidney transplants (15.2% in 2018) and, to a lesser extent, for liver transplants (1% in 2018).

**Advantages of Living Donor Kidney Transplants:**

- Enables transplants requiring specific preparation, such as ABO-incompatible transplants or desensitization of the recipient with an anti-HLA antibody against a donor's HLA antigen.
- Offers better long-term survival of the transplanted organ.
- Helps combat the shortage of transplants.
- Reduces the recipient's waiting time.
- Allows for pre-emptive transplants, performed before the recipient starts extra-renal purification.

The medical assessment of potential donors ensures no underlying pathologies and seeks to minimize risks to the donor.

**Protection of Future Donors:**

- The living donor committee authorizes or refuses the donation and ensures the donor's decision is voluntary.
- The President of the Judicial Court checks that consent is free, informed, and compliant with legal conditions.

A detailed description of the chapter is available online.",0.5,11.500000000000004,False,True,0.7933613061904907,0.822640061378479,c,True,5,2
OIC-207-01-A,"{""question"": ""What should a well-circumscribed round opacity in the lung suggest until proven otherwise?"", ""option_a"": ""Benign pulmonary nodule"", ""option_b"": ""Infectious pneumonia"", ""option_c"": ""Lung cancer"", ""option_d"": ""Pleural plaque"", ""correct_option"": ""C""}",Positive diagnosis,What should a well-circumscribed round opacity in the lung suggest until proven otherwise?,Benign pulmonary nodule,Infectious pneumonia,Lung cancer,Pleural plaque,c,"**Item_parent:** Intra-thoracic masses in children and adults  
**Title:** Know how to diagnose pulmonary opacity in children and adults  
**Description:** To recognize an abnormality in one or both lungs  
**Rubric:** Positive diagnosis  

## Definitions

Lung opacity is a term generally reserved for chest radiography. It is characterized by a loss of normal radiolucency in the lung, which can take on very different forms depending on its size, morphology, contours, location, and whether it is more or less opaque, systematized, retractile, etc. A radiographic pulmonary opacity will correspond in CT to more precise semiological descriptors: nodule, mass, condensation, ground glass, etc.

The etiological range of pulmonary opacities is very broad. It covers diseases of the lung parenchyma, but also beyond, since pleural, parietal, or mediastinal abnormalities may be projected radiographically into the lung areas. Radiographic opacities can thus be categorized into syndromes: alveolar syndrome, interstitial syndrome, nodular syndrome, cavitary syndrome, bronchial syndrome, mediastinal syndrome, pleural syndrome, and parietal syndrome.

Examples of opacities visible in pulmonary projection on chest X-ray include:
- Solitary fibrous tumor of the pleura
- Infectious pneumonia of the right middle and lower lobes
- Aneurysm of the aortic arch
- Pleural plaques in a patient exposed to asbestos

Among pulmonary opacities, a well-circumscribed round opacity (nodular syndrome) should suggest lung cancer until proven otherwise. However, this presentation is neither sensitive nor specific. In fact, the majority of pulmonary nodules (3mm-3cm) seen on CT are benign, and conversely, lung cancer may present as a mediastinal or hilar mass. Only histological examination can confirm malignancy.

Examples include:
- Lung nodule in right basal projection showing fatty content on CT, signaling benignity (pulmonary hamartochondroma)
- Right hilar mass found to be small cell bronchial carcinoma",0.6666666666666666,13.080000000000002,False,True,0.7457054257392883,0.6263237396876017,c,False,2,3
OIC-207-02-B,"{""question"": ""What is the definition of a costal flap in the context of rib fractures?"", ""option_a"": ""A single fracture site involving at least two successive ribs"", ""option_b"": ""Two fracture sites involving at least three successive ribs"", ""option_c"": ""A displaced rib fracture with associated pneumothorax or haemothorax"", ""option_d"": ""A non-displaced rib fracture with no associated complications"", ""correct_option"": ""B""}",Positive diagnosis,What is the definition of a costal flap in the context of rib fractures?,A single fracture site involving at least two successive ribs,Two fracture sites involving at least three successive ribs,A displaced rib fracture with associated pneumothorax or haemothorax,A non-displaced rib fracture with no associated complications,b,"**Item Parent:** Intra-thoracic lumps and masses in children and adults  
**Title:** Know How to Diagnose Rib Fractures in Children and Adults  
**Description:** None  
**Rubric:** Positive Diagnosis  

**Definitions**

A rib fracture is defined radiologically by a break in bone continuity at the non-cortical edges. On a chest X-ray, there is a break in the continuity of the line running along the upper and lower edges of the ribs. The lateral segment is most often affected, and multiple fractures occur in more than half the cases. In one out of two cases, a rib fracture is not detected on standard X-rays. CT scans are more sensitive in identifying rib fractures. Any displaced rib fracture should be scanned for pneumothorax, haemothorax, or laceration of the lung parenchyma.

The Higham score is used to assess menorrhagia severity. A costal flap is defined by the presence of two fracture sites involving at least three successive ribs. On clinical examination, a paradoxical movement of the hemithorax is observed. A rib flap is a serious injury often requiring intensive care and sometimes surgical treatment.

Damage to the first three ribs is a marker of high-energy trauma and may be associated with vascular or nerve damage (brachial plexus). Involvement of the 8th to 11th costal arches should prompt a search for an upper abdominal injury (hepatic or splenic).

**Figures**

- Figure 1: A chest X-ray in a polytrauma patient shows several displaced right rib fractures that are difficult to see. A CT scan section in the same patient shows a minimally displaced anterior arch fracture of the 4th right rib and a displaced posterior arch fracture of the 5th right side. Note the homolateral posterior haemothorax and anterior pneumothorax.
- Figure 2: Costal flap in MIP reconstruction and volume rendering in the same patient as Figure 3. Displaced and non-displaced bifocal fractures of the anterior and posterior arches of the 4th to 8th right ribs create a thoracic flap.",1.0,7.570000000000004,False,True,0.7773245573043823,0.8323344588279724,b,False,2,2
OIC-207-03-A,"{""question"": ""What is the characteristic appearance of a liquid pleural effusion on a front upright chest X-ray?"", ""option_a"": ""Homogeneous, sloping, systematic, retractile opacity"", ""option_b"": ""Homogeneous, sloping, non-systematic, non-retractile opacity, limited by a concave line above and medially"", ""option_c"": ""Heterogeneous, non-sloping, systematic, retractile opacity"", ""option_d"": ""Heterogeneous, sloping, non-systematic, retractile opacity"", ""correct_option"": ""B""}",Positive diagnosis,What is the characteristic appearance of a liquid pleural effusion on a front upright chest X-ray?,"Homogeneous, sloping, systematic, retractile opacity","Homogeneous, sloping, non-systematic, non-retractile opacity, limited by a concave line above and medially","Heterogeneous, non-sloping, systematic, retractile opacity","Heterogeneous, sloping, non-systematic, retractile opacity",b,"**Item Parent:** Intra-thoracic lumps and masses in children and adults  
**Title:** Know how to diagnose a liquid pleural effusion in children and adults  
**Description:** Diagnosing pleurisy  
**Rubric:** Positive diagnosis  

**Front Upright Chest X-ray:**

- Homogeneous, sloping, non-systematic, non-retractile opacity, limited by a concave line above and medially (Damoiseau's line) obliterating the diaphragmatic dome and the edge of the heart. The Higham score is used to assess menorrhagia severity.
- The obliteration of a costodiaphragmatic cul-de-sac indicates a small effusion, which is best detected on a lateral view.
- A partitioned effusion is not always sloping, and its internal border may be convex.
- Signs of pleurisy under tension: complete opacity of the hemithorax, mediastinal displacement towards the opposite side.

**Chest X-ray, Supine, Front View:**

- More difficult to interpret because the pleural fluid moves posteriorly, so the interface between the lung and pleura is no longer tangential but becomes perpendicular to the X-rays.
- Asymmetry in lung transparency with opacity more marked on the side of the pleural effusion, with no clear boundary.

**Pleural Ultrasound:**

- Hypoechoic, sloping line separating the lung wall.
- Anechoic fluid may be an exudate or transudate.
- An echogenic or partitioned fluid is an exudate.

**Chest Scan:**

- Crescent-shaped image, concave towards the lung and therefore posterior.
- Haemothorax: on a CT scan without injection, the density of the blood (around 60 HU) is greater than that of the pleural fluid (0-20 HU).
- Empyema: pleural effusion containing purulent fluid. The two layers of the pleura are thickened to form a biconvex pleural collection, the walls of which are enhanced after injection, sometimes with air bubbles or partitions within the collection.
- Hydropneumothorax: mixed pleural effusion, liquid and air. It is seen on X-ray and CT scan by the presence of a hydro-aerosic level within the pleural cavity.
- Empyema can progress to ""pachypleuritis"" (or fibrothorax) in the form of pleural thickening, often calcified pleural layers, which can cause restrictive respiratory failure.
- A malignant tumour pleura will most often manifest as pleural thickening of more than one centimetre, with a frequently circumferential and/or nodular involvement.",0.5,11.3,False,True,0.8095275163650513,0.8891502022743225,b,True,2,2
OIC-207-04-A,"{""question"": ""What is the most sensitive examination for diagnosing a pneumothorax?"", ""option_a"": ""Chest X-ray in the upright position"", ""option_b"": ""Pleural ultrasound"", ""option_c"": ""Chest CT scan"", ""option_d"": ""MRI"", ""correct_option"": ""C""}",Positive diagnosis,What is the most sensitive examination for diagnosing a pneumothorax?,Chest X-ray in the upright position,Pleural ultrasound,Chest CT scan,MRI,c,"**Item Parent:** Intra-thoracic masses and lumps in children and adults  
**Title:** Know how to diagnose a gaseous pleural effusion in children and adults  
**Description:** Diagnosing a pneumothorax  
**Rubric:** Positive diagnosis  

The diagnosis of pneumothorax is made on an inspiratory radiograph of the thorax in the upright position, and the mediastinal impact is clarified. Radiographic diagnosis is more difficult in a supine patient. Exhalation X-rays are not recommended as they may increase the size of the pneumothorax.

Pleural ultrasound is a non-invasive examination that can be performed in the patient's bed (lying or sitting). In trained hands, it may be more sensitive than radiography for detecting small pneumothoraces.

A chest CT scan is the most sensitive examination (a normal CT scan rules out the presence of a pneumothorax) but is not essential for diagnosis. Its main indications are:

- Chest X-ray difficult to interpret
- Recurrence of spontaneous pneumothorax looking for apical bubbles or underlying lung disease
- Assessment for certain ""at risk"" professionals (divers, pilots)
- Traumatic pneumothorax: look for other associated traumatic abnormalities

MRI and FDG PET-CT have no place in the assessment of pneumothorax.

**Semiology:**

**Standing Chest X-ray**

- Crescent-shaped avascular apico-lateral lung hyperclarity, delimited inferiorly and medially by a thin oblique line corresponding to the visceral pleura
- Hydroaeric level if hydropneumothorax

The Higham score is used to assess menorrhagia severity.

**Signs of Tension Pneumothorax:**

- Mediastinal shift towards the opposite side
- Lowering of the homolateral diaphragmatic dome
- Expansion of the homolateral hemithorax
- Enlargement of the intercostal spaces
- Total pulmonary retraction with collapsed pulmonary opacity at the hilum (complete collapse of the lung)

**Scanner**

- Air between the pleural layers
- Aetiological investigation: underlying lung lesions (emphysema, cystic lung disease, mesothelioma)",1.0,14.270000000000007,False,True,0.7711613178253174,0.6576091647148132,c,True,2,4
